"Test matches, career batting records",,,,,,,,,,
,,,,,,,,,,
Player,Span,Mat,Inns,NO,Runs,HS,Ave,Hundred,Fifty,Duck
S O'Linn (South Africa),1960-1961,7,12,1,297,98,27,0,2,0
D Olivier (South Africa),2017-2017,5,4,1,7,4,2.33,0,0,1
JL Ontong (South Africa),2002-2004,2,4,1,57,32,19,0,0,1
HGO Owen-Smith (South Africa),1929-1929,5,8,2,252,129,42,1,1,0
AW Palm (South Africa),1927-1928,1,2,0,15,13,7.5,0,0,0
GM Parker (South Africa),1924-1924,2,4,2,3,2*,1.5,0,0,2
DC Parkin (South Africa),1892-1892,1,2,0,6,6,3,0,0,1
WD Parnell (South Africa),2010-2017,6,4,0,67,23,16.75,0,0,0
JT Partridge (South Africa),1963-1965,11,12,5,73,13*,10.42,0,0,0
COC Pearse (South Africa),1910-1911,3,6,0,55,31,9.16,0,0,2
SJ Pegler (South Africa),1910-1924,16,28,5,356,35*,15.47,0,0,6
AN Petersen (South Africa),2010-2015,36,64,4,2093,182,34.88,5,8,3
RJ Peterson (South Africa),2003-2014,15,20,3,464,84,27.29,0,3,2
AL Phehlukwayo (South Africa),2017-2018,4,4,2,19,9,9.5,0,0,1
VD Philander (South Africa),2011-2018,54,75,17,1445,74,24.91,0,8,6
DL Piedt (South Africa),2014-2016,7,8,1,48,19,6.85,0,0,1
AJ Pithey (South Africa),1957-1965,17,27,1,819,154,31.5,1,4,2
DB Pithey (South Africa),1963-1967,8,12,1,138,55,12.54,0,1,1
JB Plimsoll (South Africa),1947-1947,1,2,1,16,8*,16,0,0,0
PM Pollock (South Africa),1961-1970,28,41,13,607,75*,21.67,0,2,3
RG Pollock (South Africa),1963-1970,23,41,4,2256,274,60.97,7,11,1
SM Pollock (South Africa),1995-2008,108,156,39,3781,111,32.31,2,16,9
RM Poore (South Africa),1896-1896,3,6,0,76,20,12.66,0,0,0
JE Pothecary (South Africa),1960-1960,3,4,0,26,12,6.5,0,0,0
AW Powell (South Africa),1899-1899,1,2,0,16,11,8,0,0,0
D Pretorius (South Africa),2002-2003,4,4,1,22,9,7.33,0,0,1
AG Prince (South Africa),2002-2011,66,104,16,3665,162*,41.64,11,11,7
CFH Prince (South Africa),1899-1899,1,2,0,6,5,3,0,0,0
MW Pringle (South Africa),1992-1995,4,6,2,67,33,16.75,0,0,0
MJ Procter (South Africa),1967-1970,7,10,1,226,48,25.11,0,0,1
HLE Promnitz (South Africa),1927-1928,2,4,0,14,5,3.5,0,0,0
NA Quinn (South Africa),1929-1932,12,18,3,90,28,6,0,0,1
K Rabada (South Africa),2015-2018,30,40,9,410,34,13.22,0,0,6
N Reid (South Africa),1921-1921,1,2,0,17,11,8.5,0,0,0
JN Rhodes (South Africa),1992-2000,52,80,9,2532,117,35.66,3,17,4
AR Richards (South Africa),1896-1896,1,2,0,6,6,3,0,0,1
BA Richards (South Africa),1970-1970,4,7,0,508,140,72.57,2,2,0
WHM Richards (South Africa),1889-1889,1,2,0,4,4,2,0,0,1
DJ Richardson (South Africa),1992-1998,42,64,8,1359,109,24.26,1,8,7
JB Robertson (South Africa),1935-1936,3,6,1,51,17,10.2,0,0,0
A Rose-Innes (South Africa),1889-1889,2,4,0,14,13,3.5,0,0,2
TW Routledge (South Africa),1892-1896,4,8,0,72,24,9,0,0,1
AMB Rowan (South Africa),1947-1951,15,23,6,290,41,17.05,0,0,3
EAB Rowan (South Africa),1935-1951,26,50,5,1965,236,43.66,3,12,4
GA Rowe (South Africa),1896-1902,5,9,3,26,13*,4.33,0,0,3
JA Rudolph (South Africa),2003-2012,48,83,9,2622,222*,35.43,6,11,8
MW Rushmere (South Africa),1992-1992,1,2,0,6,3,3,0,0,0
SV Samuelson (South Africa),1910-1910,1,2,0,22,15,11,0,0,0
BN Schultz (South Africa),1992-1997,9,8,2,9,6,1.5,0,0,3
RO Schwarz (South Africa),1906-1912,20,35,8,374,61,13.85,0,1,6
AW Seccull (South Africa),1896-1896,1,2,1,23,17*,23,0,0,0
MA Seymour (South Africa),1963-1970,7,10,3,84,36,12,0,0,3
WA Shalders (South Africa),1899-1907,12,23,1,355,42,16.13,0,0,4
T Shamsi (South Africa),2016-2016,1,2,2,18,18*,-,0,0,0
GH Shepstone (South Africa),1896-1899,2,4,0,38,21,9.5,0,0,1
PW Sherwell (South Africa),1906-1911,13,22,4,427,115,23.72,1,1,1
IJ Siedle (South Africa),1928-1936,18,34,0,977,141,28.73,1,5,3
JH Sinclair (South Africa),1896-1911,25,47,1,1069,106,23.23,3,3,7
CJE Smith (South Africa),1902-1902,3,6,1,106,45,21.2,0,0,0
FW Smith (South Africa),1889-1896,3,6,1,45,12,9,0,0,1
GC Smith (South Africa),2002-2014,116,203,13,9253,277,48.7,27,38,10
VI Smith (South Africa),1947-1957,9,16,6,39,11*,3.9,0,0,4
RP Snell (South Africa),1992-1994,5,8,1,95,48,13.57,0,0,1
SD Snooke (South Africa),1907-1907,1,1,0,0,0,0,0,0,1
SJ Snooke (South Africa),1906-1923,26,46,1,1008,103,22.4,1,5,1
WRT Solomon (South Africa),1899-1899,1,2,0,4,2,2,0,0,0
RB Stewart (South Africa),1889-1889,1,2,0,13,9,6.5,0,0,0
DW Steyn (South Africa),2004-2018,86,107,24,1178,76,14.19,0,2,12
PJR Steyn (South Africa),1995-1995,3,6,0,127,46,21.16,0,0,0
LA Stricker (South Africa),1910-1912,13,24,0,344,48,14.33,0,0,5
PC Strydom (South Africa),2000-2000,2,3,0,35,30,11.66,0,0,0
MJ Susskind (South Africa),1924-1924,5,8,0,268,65,33.5,0,4,0
PL Symcox (South Africa),1993-1998,20,27,1,741,108,28.5,1,4,1
HM Taberer (South Africa),1902-1902,1,1,0,2,2,2,0,0,0
AB Tancred (South Africa),1889-1889,2,4,1,87,29,29,0,0,0
LJ Tancred (South Africa),1902-1913,14,26,1,530,97,21.2,0,2,5
VM Tancred (South Africa),1899-1899,1,2,0,25,18,12.5,0,0,0
GL Tapscott (South Africa),1913-1913,1,2,0,5,4,2.5,0,0,0
LE Tapscott (South Africa),1923-1923,2,3,1,58,50*,29,0,1,0
HJ Tayfield (South Africa),1949-1960,37,60,9,862,75,16.9,0,2,5
AI Taylor (South Africa),1956-1956,1,2,0,18,12,9,0,0,0
D Taylor (South Africa),1914-1914,2,4,0,85,36,21.25,0,0,0
HW Taylor (South Africa),1912-1932,42,76,4,2936,176,40.77,7,17,2
DJ Terbrugge (South Africa),1998-2004,7,8,5,16,4*,5.33,0,0,2
NHCD Theunissen (South Africa),1889-1889,1,2,1,2,2*,2,0,0,1
G Thornton (South Africa),1902-1902,1,1,1,1,1*,-,0,0,0
DS Tomlinson (South Africa),1935-1935,1,1,0,9,9,9,0,0,0
AJ Traicos (South Africa),1970-1970,3,4,2,8,5*,4,0,0,1
PHJ Trimborn (South Africa),1967-1970,4,4,2,13,11*,6.5,0,0,1
TL Tsolekile (South Africa),2004-2004,3,5,0,47,22,9.4,0,0,1
LL Tsotsobe (South Africa),2010-2011,5,5,2,19,8*,6.33,0,0,2
L Tuckett (South Africa),1947-1949,9,14,3,131,40*,11.9,0,0,3
LR Tuckett (South Africa),1914-1914,1,2,1,0,0*,0,0,0,1
PS Twentyman-Jones (South Africa),1902-1902,1,2,0,0,0,0,0,0,2
PGV van der Bijl (South Africa),1938-1939,5,9,0,460,125,51.11,1,2,0
EA van der Merwe (South Africa),1929-1936,2,4,1,27,19,9,0,0,1
PL van der Merwe (South Africa),1963-1967,15,23,2,533,76,25.38,0,3,3
M van Jaarsveld (South Africa),2002-2004,9,15,2,397,73,30.53,0,3,0
CB van Ryneveld (South Africa),1951-1958,19,33,6,724,83,26.81,0,3,2
S van Zyl (South Africa),2014-2016,12,17,2,395,101*,26.33,1,0,2
GD Varnals (South Africa),1964-1965,3,6,0,97,23,16.16,0,0,0
DJ Vilas (South Africa),2015-2016,6,9,0,94,26,10.44,0,0,0
GC Viljoen (South Africa),2016-2016,1,2,1,26,20*,26,0,0,0
KG Viljoen (South Africa),1930-1949,27,50,2,1365,124,28.43,2,9,5
CL Vincent (South Africa),1927-1935,25,38,12,526,60,20.23,0,2,4
CH Vintcent (South Africa),1889-1892,3,6,0,26,9,4.33,0,0,1
AEE Vogler (South Africa),1906-1911,15,26,6,340,65,17,0,2,4
HF Wade (South Africa),1935-1936,10,18,2,327,40*,20.43,0,0,4
WW Wade (South Africa),1938-1950,11,19,1,511,125,28.38,1,3,3
JHB Waite (South Africa),1951-1965,50,86,7,2405,134,30.44,4,16,9
KA Walter (South Africa),1961-1961,2,3,0,11,10,3.66,0,0,1
TA Ward (South Africa),1912-1924,23,42,9,459,64,13.9,0,2,5
JC Watkins (South Africa),1949-1957,15,27,1,612,92,23.53,0,3,2
C Wesley (South Africa),1960-1960,3,5,0,49,35,9.8,0,0,2
KC Wessels (South Africa),1992-1994,16,29,2,1027,118,38.03,2,6,2
RJ Westcott (South Africa),1954-1958,5,9,0,166,62,18.44,0,1,2
GC White (South Africa),1906-1912,17,31,2,872,147,30.06,2,4,3
CM Willoughby (South Africa),2003-2003,2,-,-,-,-,-,-,-,-
JT Willoughby (South Africa),1896-1896,2,4,0,8,5,2,0,0,2
CS Wimble (South Africa),1892-1892,1,2,0,0,0,0,0,0,2
PL Winslow (South Africa),1950-1955,5,9,0,186,108,20.66,1,0,1
OE Wynne (South Africa),1948-1950,6,12,0,219,50,18.25,0,1,0
M Zondeki (South Africa),2003-2008,6,5,0,82,59,16.4,0,1,1
JW Zulch (South Africa),1910-1921,16,32,2,983,150,32.76,2,4,0
FS Ahangama (Sri Lanka),1985-1985,3,3,1,11,11,5.5,0,0,1
KN Amalean (Sri Lanka),1986-1988,2,3,2,9,7*,9,0,0,0
AMJG Amerasinghe (Sri Lanka),1984-1984,2,4,1,54,34,18,0,0,0
MKDI Amerasinghe (Sri Lanka),2008-2008,1,2,2,0,0*,-,0,0,0
SD Anurasiri (Sri Lanka),1986-1998,18,22,5,91,24,5.35,0,0,3
RP Arnold (Sri Lanka),1997-2004,44,69,4,1821,123,28.01,3,10,7
MS Atapattu (Sri Lanka),1990-2007,90,156,15,5502,249,39.02,16,17,22
HMCM Bandara (Sri Lanka),1998-2006,8,11,3,124,43,15.5,0,0,2
MRCN Bandaratilleke (Sri Lanka),1998-2001,7,9,1,93,25,11.62,0,0,1
PVD Chameera (Sri Lanka),2015-2016,6,11,1,61,19,6.1,0,0,2
UDU Chandana (Sri Lanka),1999-2005,16,24,1,616,92,26.78,0,2,0
LD Chandimal (Sri Lanka),2011-2018,46,84,6,3413,164,43.75,10,16,3
A Dananjaya (Sri Lanka),2018-2018,1,2,0,20,20,10,0,0,1
PB Dassanayake (Sri Lanka),1993-1994,11,17,2,196,36,13.06,0,0,3
RG de Alwis (Sri Lanka),1983-1988,11,19,0,152,28,8,0,0,5
ALF de Mel (Sri Lanka),1982-1986,17,28,5,326,34,14.17,0,0,5
SI de Saram (Sri Lanka),1999-2000,4,5,0,117,39,23.4,0,0,0
DM de Silva (Sri Lanka),2016-2018,13,25,2,1066,173,46.34,4,2,2
AM de Silva (Sri Lanka),1993-1993,3,3,0,10,9,3.33,0,0,1
DS de Silva (Sri Lanka),1982-1984,12,22,3,406,61,21.36,0,2,3
EAR de Silva (Sri Lanka),1985-1991,10,16,4,185,50,15.41,0,1,3
GRA de Silva (Sri Lanka),1982-1982,4,7,2,41,14,8.2,0,0,2
KSC de Silva (Sri Lanka),1997-1999,8,12,5,65,27,9.28,0,0,2
PA de Silva (Sri Lanka),1984-2002,93,159,11,6361,267,42.97,20,22,7
SKL de Silva (Sri Lanka),1997-1997,3,4,2,36,20*,18,0,0,1
WRS de Silva (Sri Lanka),2002-2007,3,2,1,10,5*,10,0,0,0
HDPK Dharmasena (Sri Lanka),1993-2004,31,51,7,868,62*,19.72,0,3,4
RL Dias (Sri Lanka),1982-1987,20,36,1,1285,109,36.71,3,8,2
N Dickwella (Sri Lanka),2014-2018,17,32,2,990,83,33,0,8,1
TM Dilshan (Sri Lanka),1999-2013,87,145,11,5492,193,40.98,16,23,14
CI Dunusinghe (Sri Lanka),1995-1995,5,10,0,160,91,16,0,1,3
RMS Eranga (Sri Lanka),2011-2016,19,26,11,193,45*,12.86,0,0,4
N Pradeep (Sri Lanka),2011-2017,28,50,17,132,17*,4,0,0,18
CRD Fernando (Sri Lanka),2000-2012,40,47,17,249,39*,8.3,0,0,8
ERNS Fernando (Sri Lanka),1983-1984,5,10,0,112,46,11.2,0,0,3
KADM Fernando (Sri Lanka),2003-2003,2,3,1,56,51*,28,0,1,0
KHRK Fernando (Sri Lanka),2002-2002,2,4,0,38,24,9.5,0,0,2
MVT Fernando (Sri Lanka),2016-2017,2,4,2,4,4*,2,0,0,2
TCB Fernando (Sri Lanka),2001-2002,9,8,3,132,45,26.4,0,0,1
IS Gallage (Sri Lanka),1999-1999,1,1,0,3,3,3,0,0,0
PLS Gamage (Sri Lanka),2017-2017,4,6,3,3,1*,1,0,0,1
Y Goonasekera (Sri Lanka),1983-1983,2,4,0,48,23,12,0,0,0
HM Goonatilleke (Sri Lanka),1982-1982,5,10,2,177,56,22.12,0,1,1
DAS Gunaratne (Sri Lanka),2016-2017,6,10,2,455,116,56.87,1,3,1
MD Gunathilaka (Sri Lanka),2017-2018,2,4,0,48,17,12,0,0,0
DA Gunawardene (Sri Lanka),1999-2005,6,11,0,181,43,16.45,0,0,1
RPW Guneratne (Sri Lanka),1983-1983,1,2,2,0,0*,-,0,0,0
AP Gurusinha (Sri Lanka),1985-1996,41,70,7,2452,143,38.92,7,8,3
UC Hathurusingha (Sri Lanka),1991-1999,26,44,1,1274,83,29.62,0,8,2
HMRKB Herath (Sri Lanka),1999-2018,89,137,27,1639,80*,14.9,0,3,21
D Hettiarachchi (Sri Lanka),2001-2001,1,2,1,0,0*,0,0,0,1
RSA Jayasekera (Sri Lanka),1982-1982,1,2,0,2,2,1,0,0,1
MDUS Jayasundera (Sri Lanka),2015-2015,2,4,0,30,26,7.5,0,0,1
ST Jayasuriya (Sri Lanka),1991-2007,110,188,14,6973,340,40.07,14,31,15
DPMD Jayawardene (Sri Lanka),1997-2014,149,252,15,11814,374,49.84,34,50,15
HAPW Jayawardene (Sri Lanka),2000-2015,58,83,11,2124,154*,29.5,4,5,9
S Jeganathan (Sri Lanka),1983-1983,2,4,0,19,8,4.75,0,0,1
VB John (Sri Lanka),1983-1984,6,10,5,53,27*,10.6,0,0,4
BR Jurangpathy (Sri Lanka),1985-1986,2,4,0,1,1,0.25,0,0,3
S Kalavitigoda (Sri Lanka),2005-2005,1,2,0,8,7,4,0,0,0
RS Kalpage (Sri Lanka),1993-1999,11,18,2,294,63,18.37,0,2,0
S Randiv (Sri Lanka),2010-2012,12,17,1,147,39,9.18,0,0,3
LWS Kaluperuma (Sri Lanka),1982-1982,2,4,1,12,11*,4,0,0,2
SMS Kaluperuma (Sri Lanka),1984-1988,4,8,0,88,23,11,0,0,1
RS Kaluwitharana (Sri Lanka),1992-2004,49,78,4,1933,132*,26.12,3,9,5
CK Kapugedera (Sri Lanka),2006-2009,8,15,3,418,96,34.83,0,4,1
FDM Karunaratne (Sri Lanka),2012-2018,49,95,3,3186,196,34.63,7,14,11
PHT Kaushal (Sri Lanka),2014-2015,7,12,2,106,18,10.6,0,0,1
CKB Kulasekara (Sri Lanka),2011-2011,1,2,0,22,15,11,0,0,0
KMDN Kulasekara (Sri Lanka),2005-2014,21,28,1,391,64,14.48,0,1,4
CBRLS Kumara (Sri Lanka),2016-2018,9,13,6,36,10,5.14,0,0,3
DSBP Kuruppu (Sri Lanka),1987-1991,4,7,1,320,201*,53.33,1,0,0
AK Kuruppuarachchi (Sri Lanka),1986-1987,2,2,2,0,0*,-,0,0,0
GF Labrooy (Sri Lanka),1986-1991,9,14,3,158,70*,14.36,0,1,3
RAS Lakmal (Sri Lanka),2010-2018,44,68,19,543,42,11.08,0,0,13
MKGCP Lakshitha (Sri Lanka),2002-2002,2,3,0,42,40,14,0,0,1
DK Liyanage (Sri Lanka),1992-2001,9,9,0,69,23,7.66,0,0,1
KS Lokuarachchi (Sri Lanka),2003-2004,4,5,1,94,28*,23.5,0,0,0
RS Madugalle (Sri Lanka),1982-1988,21,39,4,1029,103,29.4,1,7,4
MAWR Madurasinghe (Sri Lanka),1988-1992,3,6,1,24,11,4.8,0,0,1
RS Mahanama (Sri Lanka),1986-1998,52,89,1,2576,225,29.27,4,11,7
MF Maharoof (Sri Lanka),2004-2011,22,34,4,556,72,18.53,0,3,1
SL Malinga (Sri Lanka),2004-2010,30,37,13,275,64,11.45,0,1,9
AD Mathews (Sri Lanka),2009-2017,72,128,17,4914,160,44.27,8,28,2
BAW Mendis (Sri Lanka),2008-2014,19,19,6,213,78,16.38,0,1,2
BKG Mendis (Sri Lanka),2015-2018,24,47,1,1712,196,37.21,4,5,4
LRD Mendis (Sri Lanka),1982-1988,24,43,1,1329,124,31.64,4,8,2
J Mubarak (Sri Lanka),2002-2015,13,23,1,385,49,17.5,0,0,5
M Muralitharan (Sri Lanka),1992-2010,132,162,56,1259,67,11.87,0,1,32
MN Nawaz (Sri Lanka),2002-2002,1,2,1,99,78*,99,0,1,0
RAP Nissanka (Sri Lanka),2003-2003,4,5,2,18,12*,6,0,0,2
NT Paranavitana (Sri Lanka),2009-2012,32,60,5,1792,111,32.58,2,11,9
ASA Perera (Sri Lanka),1998-2001,3,4,1,77,43*,25.66,0,0,0
MDK Perera (Sri Lanka),2014-2018,27,48,4,915,95,20.79,0,6,10
MDKJ Perera (Sri Lanka),2015-2016,10,18,0,565,110,31.38,1,3,0
NLTC Perera (Sri Lanka),2011-2012,6,10,0,203,75,20.3,0,1,0
PDRL Perera (Sri Lanka),1999-2002,8,9,6,33,11*,11,0,0,1
KTGD Prasad (Sri Lanka),2008-2015,25,39,2,476,47,12.86,0,0,8
S Prasanna (Sri Lanka),2011-2011,1,1,0,5,5,5,0,0,0
KR Pushpakumara (Sri Lanka),1994-2001,23,31,12,166,44,8.73,0,0,5
PM Pushpakumara (Sri Lanka),2017-2017,2,4,1,42,16,14,0,0,0
CPH Ramanayake (Sri Lanka),1988-1993,18,24,9,143,34*,9.53,0,0,7
AN Ranasinghe (Sri Lanka),1982-1982,2,4,0,88,77,22,0,1,1
A Ranatunga (Sri Lanka),1982-2000,93,155,12,5105,135*,35.69,4,38,12
D Ranatunga (Sri Lanka),1989-1989,2,3,0,87,45,29,0,0,0
S Ranatunga (Sri Lanka),1994-1997,9,17,1,531,118,33.18,2,2,1
RJ Ratnayake (Sri Lanka),1983-1992,23,36,6,433,56,14.43,0,2,5
JR Ratnayeke (Sri Lanka),1982-1989,22,38,6,807,93,25.21,0,5,5
MAR Samarasekera (Sri Lanka),1988-1991,4,7,0,118,57,16.85,0,1,1
DP Samaraweera (Sri Lanka),1993-1995,7,14,0,211,42,15.07,0,0,1
TT Samaraweera (Sri Lanka),2001-2013,81,132,20,5462,231,48.76,14,30,11
S Samarawickrama (Sri Lanka),2017-2017,4,8,0,125,38,15.62,0,0,2
PADLR Sandakan (Sri Lanka),2016-2018,9,13,6,77,19*,11,0,0,0
KC Sangakkara (Sri Lanka),2000-2015,134,233,17,12400,319,57.4,38,52,11
CP Senanayake (Sri Lanka),1991-1991,3,5,0,97,64,19.4,0,1,1
SMSM Senanayake (Sri Lanka),2013-2014,1,1,0,5,5,5,0,0,0
MD Shanaka (Sri Lanka),2016-2017,3,6,1,29,17,5.8,0,0,2
ARS Silva (Sri Lanka),2017-2018,3,5,2,309,109,103,1,3,1
JK Silva (Sri Lanka),2011-2017,37,70,0,2058,139,29.4,3,12,6
KJ Silva (Sri Lanka),1995-1998,7,4,1,6,6*,2,0,0,3
LPC Silva (Sri Lanka),2006-2008,11,17,1,537,152*,33.56,1,2,3
SAR Silva (Sri Lanka),1983-1988,9,16,2,353,111,25.21,2,0,1
TAM Siriwardana (Sri Lanka),2015-2016,5,9,0,298,68,33.11,0,2,1
WU Tharanga (Sri Lanka),2005-2017,31,58,3,1754,165,31.89,3,8,6
HDRL Thirimanne (Sri Lanka),2011-2017,29,56,6,1153,155*,23.06,1,5,7
T Thushara (Sri Lanka),2003-2010,10,14,3,94,15*,8.54,0,0,3
HP Tillakaratne (Sri Lanka),1989-2004,83,131,25,4545,204*,42.87,11,20,9
KEA Upashantha (Sri Lanka),1999-2002,2,3,0,10,6,3.33,0,0,0
WPUJC Vaas (Sri Lanka),1994-2009,111,162,35,3089,100*,24.32,1,13,12
MG Vandort (Sri Lanka),2001-2008,20,33,2,1144,140,36.9,4,4,3
KDK Vithanage (Sri Lanka),2013-2015,10,16,2,370,103*,26.42,1,1,1
B Warnapura (Sri Lanka),1982-1982,4,8,0,96,38,12,0,0,1
SM Warnapura (Sri Lanka),2007-2009,14,24,1,821,120,35.69,2,7,5
KPJ Warnaweera (Sri Lanka),1986-1994,10,12,3,39,20,4.33,0,0,3
CDUS Weerasinghe (Sri Lanka),1985-1985,1,1,0,3,3,3,0,0,0
UWMBCA Welegedara (Sri Lanka),2007-2014,21,30,6,218,48,9.08,0,0,4
MD Wettimuny (Sri Lanka),1983-1983,2,4,0,28,17,7,0,0,1
S Wettimuny (Sri Lanka),1982-1987,23,43,1,1221,190,29.07,2,6,5
GP Wickramasinghe (Sri Lanka),1991-2001,40,64,5,555,51,9.4,0,1,17
AGD Wickremasinghe (Sri Lanka),1989-1992,3,3,1,17,13*,8.5,0,0,0
KIW Wijegunawardene (Sri Lanka),1991-1992,2,4,1,14,6*,4.66,0,0,0
G Wijekoon (Sri Lanka),2005-2005,2,3,0,38,14,12.66,0,0,0
RGCE Wijesuriya (Sri Lanka),1982-1985,4,7,2,22,8,4.4,0,0,2
PK Wijetunge (Sri Lanka),1993-1993,1,2,0,10,10,5,0,0,1
DNT Zoysa (Sri Lanka),1997-2004,30,40,6,288,28*,8.47,0,0,9
EE Achong (West Indies),1930-1935,6,11,1,81,22,8.1,0,0,2
JC Adams (West Indies),1992-2001,54,90,17,3012,208*,41.26,6,14,7
FCM Alexander (West Indies),1957-1961,25,38,6,961,108,30.03,1,7,5
Imtiaz Ali (West Indies),1976-1976,1,1,1,1,1*,-,0,0,0
Inshan Ali (West Indies),1971-1977,12,18,2,172,25,10.75,0,0,3
DW Allan (West Indies),1962-1966,5,7,1,75,40*,12.5,0,0,0
IBA Allen (West Indies),1991-1991,2,2,2,5,4*,-,0,0,0
SW Ambris (West Indies),2017-2017,2,4,1,25,18,8.33,0,0,1
CEL Ambrose (West Indies),1988-2000,98,145,29,1439,53,12.4,0,1,26
KLT Arthurton (West Indies),1988-1995,33,50,5,1382,157*,30.71,2,8,8
NS Asgarali (West Indies),1957-1957,2,4,0,62,29,15.5,0,0,1
DS Atkinson (West Indies),1948-1958,22,35,6,922,219,31.79,1,5,4
ES Atkinson (West Indies),1958-1959,8,9,1,126,37,15.75,0,0,3
RA Austin (West Indies),1978-1978,2,2,0,22,20,11,0,0,0
RA Austin (West Indies),2009-2009,2,4,0,39,19,9.75,0,0,1
SFAF Bacchus (West Indies),1978-1982,19,30,0,782,250,26.06,1,3,7
L Baichan (West Indies),1975-1976,3,6,2,184,105*,46,1,0,0
LS Baker (West Indies),2008-2009,4,6,4,23,17,11.5,0,0,1
OAC Banks (West Indies),2003-2005,10,16,4,318,50*,26.5,0,1,1
EAE Baptiste (West Indies),1983-1990,10,11,1,233,87*,23.3,0,1,1
AB Barath (West Indies),2009-2012,15,28,0,657,104,23.46,1,4,2
AG Barrett (West Indies),1971-1975,6,7,1,40,19,6.66,0,0,1
IM Barrow (West Indies),1930-1939,11,19,2,276,105,16.23,1,0,3
EL Bartlett (West Indies),1928-1931,5,8,1,131,84,18.71,0,1,1
CS Baugh (West Indies),2003-2012,21,36,2,610,68,17.94,0,3,1
KCG Benjamin (West Indies),1992-1998,26,36,8,222,43*,7.92,0,0,8
WKM Benjamin (West Indies),1987-1995,21,26,1,470,85,18.8,0,2,4
SJ Benn (West Indies),2008-2015,26,39,5,486,42,14.29,0,0,7
DE Bernard (West Indies),2003-2009,3,6,1,202,69,40.4,0,3,0
BJ Bess (West Indies),2010-2010,1,2,1,11,11*,11,0,0,1
CA Best (West Indies),1986-1990,8,13,1,342,164,28.5,1,1,1
TL Best (West Indies),2003-2013,25,38,6,401,95,12.53,0,1,9
N Betancourt (West Indies),1930-1930,1,2,0,52,39,26,0,0,0
AP Binns (West Indies),1953-1956,5,8,1,64,27,9.14,0,0,3
LS Birkett (West Indies),1930-1931,4,8,0,136,64,17,0,1,1
D Bishoo (West Indies),2011-2017,28,47,12,570,45,16.28,0,0,8
IR Bishop (West Indies),1989-1998,43,63,11,632,48,12.15,0,0,10
MI Black (West Indies),2000-2002,6,11,3,21,6,2.62,0,0,4
J Blackwood (West Indies),2014-2017,27,48,4,1324,112*,30.09,1,10,5
KD Boyce (West Indies),1971-1976,21,30,3,657,95*,24.33,0,4,4
IDR Bradshaw (West Indies),2006-2006,5,8,1,96,33,13.71,0,0,1
CR Brathwaite (West Indies),2015-2016,3,5,1,181,69,45.25,0,3,1
KC Brathwaite (West Indies),2011-2017,44,83,5,2920,212,37.43,6,16,10
DJ Bravo (West Indies),2004-2010,40,71,1,2200,113,31.42,3,13,6
DM Bravo (West Indies),2010-2016,49,89,4,3400,218,40,8,16,4
GR Breese (West Indies),2002-2002,1,2,0,5,5,2.5,0,0,1
CO Browne (West Indies),1995-2005,20,30,6,387,68,16.12,0,1,7
CR Browne (West Indies),1928-1930,4,8,1,176,70*,25.14,0,1,2
BF Butcher (West Indies),1958-1969,44,78,6,3104,209*,43.11,7,16,3
LS Butler (West Indies),1955-1955,1,1,0,16,16,16,0,0,0
CG Butts (West Indies),1985-1988,7,8,1,108,38,15.42,0,0,1
MR Bynoe (West Indies),1959-1967,4,6,0,111,48,18.5,0,0,0
GS Camacho (West Indies),1968-1971,11,22,0,640,87,29.09,0,4,1
FJ Cameron (West Indies),1948-1949,5,7,1,151,75*,25.16,0,1,1
JH Cameron (West Indies),1939-1939,2,3,0,6,5,2,0,0,1
SL Campbell (West Indies),1995-2002,52,93,4,2882,208,32.38,4,18,7
GM Carew (West Indies),1935-1949,4,7,1,170,107,28.33,1,0,1
MC Carew (West Indies),1963-1972,19,36,3,1127,109,34.15,1,5,1
G Challenor (West Indies),1928-1928,3,6,0,101,46,16.83,0,0,2
S Chanderpaul (West Indies),1994-2015,164,280,49,11867,203*,51.37,30,66,15
R Chandrika (West Indies),2015-2016,5,10,0,140,37,14,0,0,3
HS Chang (West Indies),1979-1979,1,2,0,8,6,4,0,0,0
RL Chase (West Indies),2016-2017,17,31,3,1065,137*,38.03,3,5,1
S Chattergoon (West Indies),2008-2008,4,7,0,127,46,18.14,0,0,0
CM Christiani (West Indies),1935-1935,4,7,2,98,32*,19.6,0,0,1
RJ Christiani (West Indies),1948-1954,22,37,3,896,107,26.35,1,4,0
CB Clarke (West Indies),1939-1939,3,4,1,3,2,1,0,0,1
ST Clarke (West Indies),1978-1982,11,16,5,172,35*,15.63,0,0,2
PT Collins (West Indies),1999-2006,32,47,7,235,24,5.87,0,0,14
CD Collymore (West Indies),1999-2007,30,52,27,197,16*,7.88,0,0,11
LN Constantine (West Indies),1928-1939,18,33,0,635,90,19.24,0,4,4
SS Cottrell (West Indies),2013-2014,2,4,0,11,5,2.75,0,0,1
CEH Croft (West Indies),1977-1982,27,37,22,158,33,10.53,0,0,6
CE Cuffy (West Indies),1994-2002,15,23,9,58,15,4.14,0,0,6
ML Cummins (West Indies),2016-2017,8,13,3,69,24*,6.9,0,0,4
AC Cummins (West Indies),1993-1994,5,6,1,98,50,19.6,0,1,1
OC Da Costa (West Indies),1930-1935,5,9,1,153,39,19.12,0,0,1
